source_check_id,deal_id,restaurant_id,source_id,direct_confirmation_id,source_capture_id_before,source_capture_id_after,checked_at,checked_by,check_type,started_at,completed_at,source_tier,source_url,previous_result,result,result_detail,http_status_or_access_result,confidence_status_before,confidence_status_after,workflow_status_before,workflow_status_after,change_detected,changed_fields,action_taken,affected_deal_ids,evidence_url_or_path,archive_url_or_path,screenshot_path,content_hash,assigned_to,resolved_at,notes,next_check_due,fixture_data_class,is_live_data,prototype_notice
chk-true-blue-butcher-table-2026-06-02-half-priced-appetizers,deal-true-blue-butcher-table-fri-sat-half-priced-appetizers,true-blue-butcher-table,src-true-blue-butcher-table-primary,,cap-true-blue-butcher-table-2026-06-02-smash-burgers,cap-true-blue-butcher-table-2026-06-02-half-priced-appetizers,2026-06-02T15:00:00-04:00,codex_phase_1j,routine,2026-06-02T15:00:00-04:00,2026-06-02T15:05:00-04:00,tier_1_official,https://www.wearetrueblue.com/truebluebutcherandtable,confirmed,confirmed,Official True Blue page supports Fri/Sat half-priced appetizers at bar or patio.,,verified,verified,approved,approved,true,additional_food_specials_found,public_deal_created,deal-true-blue-butcher-table-fri-sat-half-priced-appetizers,fixtures/prototype/evidence/verified-static/src-true-blue-butcher-table-primary.md,,app/public/evidence/source-screenshots/src-true-blue-butcher-table-primary.png,sha256:5c5238038e8bb838d28ec4fb886f5419434deb8422ec7062a491ada037c4851c,codex_phase_1j,2026-06-02T15:05:00-04:00,Source check supports one additional static prototype appetizer deal; alcohol copy suppressed. Screenshot proof captured for app evidence preview.,2026-06-16,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-za-pie-pizzeria-2026-06-02-menu-specials,,za-pie-pizzeria,src-za-pie-pizzeria-primary,,cap-za-pie-pizzeria-2026-06-01,cap-za-pie-pizzeria-2026-06-02-menu-specials,2026-06-02T15:00:00-04:00,codex_phase_1j,routine,2026-06-02T15:00:00-04:00,2026-06-02T15:05:00-04:00,tier_1_official,https://www.zapie.com/menu,confirmed,confirmed,Official Za Pie menu supports standing pizza combo specials.,,verified,verified,lead,approved,true,standing_specials_found,public_deals_created,deal-za-pie-pizzeria-daily-one-stop-special;deal-za-pie-pizzeria-daily-dinner-for-two,fixtures/prototype/evidence/verified-static/src-za-pie-pizzeria-primary.md,,app/public/evidence/source-screenshots/src-za-pie-pizzeria-primary.png,sha256:45b99f139a995d69d89a4060ee3bf3ed9d163f4635d1093d401e386a6fc2cc57,codex_phase_1j,2026-06-02T15:05:00-04:00,Source check supports two static prototype Monkey Junction pizza combo deals. Screenshot proof captured for app evidence preview.,2026-06-16,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-block-taco-2026-06-02-current-specials,,block-taco,src-block-taco-primary,,cap-block-taco-2026-06-01,cap-block-taco-2026-06-02-current-specials,2026-06-02T15:00:00-04:00,codex_phase_1j,routine,2026-06-02T15:00:00-04:00,2026-06-02T15:05:00-04:00,tier_1_official,https://blocktaco.com/,confirmed,confirmed,Official Block Taco page supports current taco combo specials.,,verified,verified,lead,approved,true,current_specials_found,public_deals_created,deal-block-taco-mon-tue-10-tacos-chips-salsa;deal-block-taco-fri-sun-20-brunch-special,fixtures/prototype/evidence/verified-static/src-block-taco-primary.md,,app/public/evidence/source-screenshots/src-block-taco-primary.png,sha256:e284a0cb4efcd6a01b54b46d2adb1f9607aafa17bc34e0205b87e21095a00026,codex_phase_1j,2026-06-02T15:05:00-04:00,Source check supports two static prototype food combo deals. Screenshot proof captured for app evidence preview.,2026-06-16,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-hells-kitchen-2026-06-02-expanded-lunch-specials,,hells-kitchen,src-hells-kitchen-primary,,cap-hells-kitchen-2026-06-02,cap-hells-kitchen-2026-06-02-expanded-lunch-specials,2026-06-02T15:00:00-04:00,codex_phase_1j,routine,2026-06-02T15:00:00-04:00,2026-06-02T15:05:00-04:00,tier_1_official,https://hellskitchenbar.com/,confirmed,confirmed,Official homepage supports additional weekday lunch food specials.,,verified,verified,approved,approved,true,additional_lunch_specials_found,public_deals_created,deal-hells-kitchen-monday-caesar-wrap;deal-hells-kitchen-wednesday-classic-hk-burger;deal-hells-kitchen-thursday-nashville-hot-chicken;deal-hells-kitchen-friday-wing-lunch,fixtures/prototype/evidence/verified-static/src-hells-kitchen-primary.md,,app/public/evidence/source-screenshots/src-hells-kitchen-primary.png,sha256:578de980a95357fa55de61c8226bb8e3576824f8ba437c094e41cbe25f1521ab,codex_phase_1j,2026-06-02T15:05:00-04:00,Source check supports four additional weekday lunch food deals; drink copy suppressed. Screenshot proof captured for app evidence preview.,2026-06-16,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-tacobaby-2026-06-02-lunch-special,deal-tacobaby-daily-11-lunch-special,tacobaby,src-tacobaby-primary,,cap-tacobaby-2026-06-01,cap-tacobaby-2026-06-02-lunch-special,2026-06-02T15:00:00-04:00,codex_phase_1j,routine,2026-06-02T15:00:00-04:00,2026-06-02T15:05:00-04:00,tier_1_official,https://tacobabyusa.com/,confirmed,confirmed,Official Tacobaby homepage supports daily $11 lunch special.,,verified,verified,lead,approved,true,lunch_special_found,public_deal_created,deal-tacobaby-daily-11-lunch-special,fixtures/prototype/evidence/verified-static/src-tacobaby-primary.md,,app/public/evidence/source-screenshots/src-tacobaby-primary.png,sha256:fe6f13f65ee3dba633d807b596b716b20b07867040009e440ff008a0255ae093,codex_phase_1j,2026-06-02T15:05:00-04:00,Source check supports one static prototype food/non-alcohol lunch deal. Screenshot proof captured for app evidence preview.,2026-06-16,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-islands-fresh-mex-monkey-junction-2026-06-02-taco-specials,,islands-fresh-mex-monkey-junction,src-islands-fresh-mex-monkey-junction-menu,,,cap-islands-fresh-mex-monkey-junction-2026-06-02-taco-specials,2026-06-02T16:05:00-04:00,codex_phase_1k,routine,2026-06-02T16:05:00-04:00,2026-06-02T16:10:00-04:00,tier_1_official,https://www.islandsfreshmexgrill.com/menu/,,confirmed,Official menu supports daily before-5 and after-5 taco specials.,,,verified,lead,approved,true,daily_taco_specials_found,public_deals_created,deal-islands-fresh-mex-monkey-junction-daily-before-5-tacos;deal-islands-fresh-mex-monkey-junction-daily-after-5-tacos,fixtures/prototype/evidence/verified-static/src-islands-fresh-mex-monkey-junction-menu.md,,app/public/evidence/source-screenshots/src-islands-fresh-mex-monkey-junction-menu.png,sha256:1361ad296b7e92c49fe60d2383580ee7f2f845d414cdbcdf4d66d7eb558eb522,codex_phase_1k,2026-06-02T16:10:00-04:00,Source check supports static prototype public food deals; public copy treats drink-purchase restriction as non-alcoholic and suppresses alcohol examples. Screenshot proof captured for app evidence preview.,2026-06-16,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-italian-bistro-monkey-junction-2026-06-02-pizza-specials,,italian-bistro-monkey-junction,src-italian-bistro-monkey-junction-specials,,,cap-italian-bistro-monkey-junction-2026-06-02-pizza-specials,2026-06-02T16:05:00-04:00,codex_phase_1k,routine,2026-06-02T16:05:00-04:00,2026-06-02T16:10:00-04:00,tier_1_official,https://www.italianbistronc.com/monkey-junction/specials/,,confirmed,Official Monkey Junction specials page supports Monday and Wednesday pizza specials.,,,verified,lead,approved,true,weekly_pizza_specials_found,public_deals_created,deal-italian-bistro-monkey-junction-monday-large-pizza-special;deal-italian-bistro-monkey-junction-wednesday-medium-pizza-special,fixtures/prototype/evidence/verified-static/src-italian-bistro-monkey-junction-specials.md,,app/public/evidence/source-screenshots/src-italian-bistro-monkey-junction-specials.png,sha256:d23870dc05af8266a8870abea867b6a1e9c3ec01efa7a92faba7afc74d770f46,codex_phase_1k,2026-06-02T16:10:00-04:00,Source check supports static prototype public food deals; alcohol language suppressed where applicable. Screenshot proof captured for app evidence preview.,2026-06-16,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-k38-independence-2026-06-02-food-specials,,k38-independence,src-k38-independence-specials,,,cap-k38-independence-2026-06-02-food-specials,2026-06-02T16:05:00-04:00,codex_phase_1k,routine,2026-06-02T16:05:00-04:00,2026-06-02T16:10:00-04:00,tier_1_official,https://k38bajagrill.com/locations/independence/,,confirmed,Official Independence page supports Monday and Wednesday food specials.,,,verified,lead,approved,true,weekly_food_specials_found,public_deals_created,deal-k38-independence-monday-5-food-specials;deal-k38-independence-wednesday-half-off-de-la-casa-quesadilla,fixtures/prototype/evidence/verified-static/src-k38-independence-specials.md,,app/public/evidence/source-screenshots/src-k38-independence-specials.png,sha256:1f384d0fc89508aa7d28510c55f676f02ebca0b6f01f540eb9bcf4cf0e8b1405,codex_phase_1k,2026-06-02T16:10:00-04:00,Source check supports static prototype public food deals; alcohol language suppressed where applicable. Screenshot proof captured for app evidence preview.,2026-06-16,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-true-blue-butcher-barrel-2026-06-02-weekly-deals,,true-blue-butcher-barrel,src-true-blue-butcher-barrel-primary,,,cap-true-blue-butcher-barrel-2026-06-02-weekly-deals,2026-06-02T16:35:00-04:00,codex_phase_1l,routine,2026-06-02T16:35:00-04:00,2026-06-02T16:40:00-04:00,tier_1_official,https://www.wearetrueblue.com/butcherandbarrel,,confirmed,"Official concept page supports Wednesday burgers, Thursday oysters, and Friday/Saturday bar snacks.",,,verified,lead,approved,true,weekly_food_specials_found,public_deals_created,deal-true-blue-butcher-barrel-wednesday-7-smash-burgers;deal-true-blue-butcher-barrel-thursday-1-raw-oysters;deal-true-blue-butcher-barrel-friday-saturday-5-bar-snacks,fixtures/prototype/evidence/verified-static/src-true-blue-butcher-barrel-primary.md,,app/public/evidence/source-screenshots/src-true-blue-butcher-barrel-primary.png,sha256:9a5dd9302ba74fabc773164cec043e3da2603b77a8f5b8716dfc5cf25432b8c3,codex_phase_1l,2026-06-02T16:40:00-04:00,Source check supports static prototype public food deals; alcohol-only specials suppressed. Screenshot proof captured for app evidence preview.,2026-06-16,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-coquina-fishbar-2026-06-02-friday-apps,,coquina-fishbar,src-coquina-fishbar-primary,,,cap-coquina-fishbar-2026-06-02-friday-apps,2026-06-02T16:35:00-04:00,codex_phase_1l,routine,2026-06-02T16:35:00-04:00,2026-06-02T16:40:00-04:00,tier_1_official,https://coquinafishbar.com/,,confirmed,Official homepage supports Friday half-priced apps in the bar and patio from 4 PM to 6 PM.,,,verified,lead,approved,true,friday_app_special_found,public_deal_created,deal-coquina-fishbar-friday-half-priced-apps,fixtures/prototype/evidence/verified-static/src-coquina-fishbar-primary.md,,app/public/evidence/source-screenshots/src-coquina-fishbar-primary.png,sha256:35a930e6527aa211a2f3f49cb345a410bb1bf5eb666cdef3c249ac29846eb8df,codex_phase_1l,2026-06-02T16:40:00-04:00,Source check supports static prototype public food deal; drink-special framing suppressed. Screenshot proof captured for app evidence preview.,2026-06-16,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-rebellion-nc-2026-06-02-daily-features,,rebellion-nc,src-rebellion-nc-daily-features,,,cap-rebellion-nc-2026-06-02-daily-features,2026-06-02T17:35:00-04:00,codex_phase_1n,routine,2026-06-02T17:35:00-04:00,2026-06-02T17:40:00-04:00,tier_1_official,https://rebellionnc.com/files/2025/03/DAILY-FEATURES-as-of-03.31.2025-01.jpg,,confirmed,"Official Daily Features image supports Monday burgers, Tuesday communal grub, and Wednesday wings.",200 image/jpeg,,verified,lead,approved,true,daily_features_found,public_deals_created,deal-rebellion-nc-monday-half-price-burgers;deal-rebellion-nc-tuesday-3-off-communal-grub;deal-rebellion-nc-wednesday-10-wings,fixtures/prototype/evidence/verified-static/src-rebellion-nc-daily-features.md,,app/public/evidence/source-screenshots/src-rebellion-nc-daily-features.png,sha256:e8461f11ffedb3d9cdd3a490da83af2f99a094d6d080aa9d789657bec520fedb,codex_phase_1n,2026-06-02T17:40:00-04:00,Source check supports static prototype public food deals; drink specials suppressed. Screenshot proof captured for app evidence preview.,2026-06-16,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-beer-barrio-2026-06-02-specials,,beer-barrio,src-beer-barrio-specials,,,cap-beer-barrio-2026-06-02-specials,2026-06-02T18:10:00-04:00,codex_phase_1o,routine,2026-06-02T18:10:00-04:00,2026-06-02T18:15:00-04:00,tier_1_official,https://beerbarrionc.com/specials,,confirmed,Official specials page supports Tuesday pulled pork tacos for $4 from 11 AM to 9 PM.,200 text/html,,verified,lead,approved,true,tuesday_taco_special_found,public_deal_created,deal-beer-barrio-tuesday-pork-tacos,fixtures/prototype/evidence/verified-static/src-beer-barrio-specials.md,,app/public/evidence/source-screenshots/src-beer-barrio-specials.png,sha256:19c88da04fce6c3b334b8d7b24e79dd6c1f67fa4a6634496f881757e72af81e5,codex_phase_1o,2026-06-02T18:15:00-04:00,Source check supports static prototype public food deal; drink specials suppressed. Screenshot proof captured for app evidence preview.,2026-06-09,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-shuckin-shack-wilmington-2026-06-02-oysters-wings,,shuckin-shack-wilmington,src-shuckin-shack-wilmington-oysters-wings-happy-hour,,,cap-shuckin-shack-wilmington-2026-06-02-oysters-wings,2026-06-02T18:10:00-04:00,codex_phase_1o,routine,2026-06-02T18:10:00-04:00,2026-06-02T18:15:00-04:00,tier_1_official,https://www.theshuckinshack.com/events/oysters-and-wings-happy-hour,,confirmed,"Official event page supports Monday-Thursday raw oysters, chargrilled oysters, and whole wings from 4 PM to 7 PM.",200 text/html,,verified,lead,approved,true,oysters_wings_happy_hour_found,public_deals_created,deal-shuckin-shack-wilmington-raw-oysters;deal-shuckin-shack-wilmington-chargrilled-oysters;deal-shuckin-shack-wilmington-whole-wings,fixtures/prototype/evidence/verified-static/src-shuckin-shack-wilmington-oysters-wings-happy-hour.md,,app/public/evidence/source-screenshots/src-shuckin-shack-wilmington-oysters-wings-happy-hour.png,sha256:6d6e5b7e186c94b1d72557bca62c5c2435bbcda3410d8062ebbe4d613f40d5a0,codex_phase_1o,2026-06-02T18:15:00-04:00,Source check supports static prototype public food deals; Wilmington-only restriction captured. Screenshot proof captured for app evidence preview. Visual evidence card used because browser screenshot reached source security verification.,2026-06-16,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-katys-grill-bar-2026-06-02-breakfast-specials,,katys-grill-bar,src-katys-grill-bar-weekly-specials,,,cap-katys-grill-bar-2026-06-02-breakfast-specials,2026-06-02T19:05:00-04:00,codex_phase_1p,routine,2026-06-02T19:05:00-04:00,2026-06-02T19:10:00-04:00,tier_1_official,https://katysbarandgrill.com/weekly-specials/,,confirmed,"Official weekly specials page supports Monday, Wednesday, and Thursday breakfast specials with exact prices and breakfast-special hours.",200 text/html,,verified,lead,approved,true,breakfast_specials_found,public_deals_created,deal-katys-grill-bar-monday-biscuits-gravy;deal-katys-grill-bar-wednesday-breakfast-bowl;deal-katys-grill-bar-thursday-french-toast-bacon,fixtures/prototype/evidence/verified-static/src-katys-grill-bar-weekly-specials.md,,app/public/evidence/source-screenshots/src-katys-grill-bar-weekly-specials.png,sha256:19a78f7a5c82bfce04eb380fcb4d8fc870301e05549f727bb0f36534b873bd80,codex_phase_1p,2026-06-02T19:10:00-04:00,Source check supports static prototype breakfast food deals; alcohol and bar framing suppressed. Screenshot proof captured for app evidence preview.,2026-06-16,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-cape-fear-seafood-monkey-junction-2026-06-02,,cape-fear-seafood-monkey-junction,src-cape-fear-seafood-monkey-junction-primary,,,cap-cape-fear-seafood-monkey-junction-2026-06-02,2026-06-02T23:30:00-04:00,codex_phase_1q,routine,2026-06-02T23:30:00-04:00,2026-06-02T23:35:00-04:00,tier_1_official,https://capefearseafoodcompany.com/locations/monkey-junction/,,confirmed,"Official Monkey Junction page lists 5226 S. College Road Suite 5, Wilmington NC and states 12 lunch specials under $15 are available daily until 4 PM.",,verified,verified,lead,approved,true,nearby_source_backlog_expanded,public_deal_created,deal-cape-fear-seafood-monkey-junction-daily-lunch-specials-under-15,fixtures/prototype/evidence/verified-static/src-cape-fear-seafood-monkey-junction-primary.md,,app/public/evidence/source-screenshots/src-cape-fear-seafood-monkey-junction-primary.png,sha256:44433fdedb29c46f4767f6ea2d7fb9cce60d4fafb79289f09a4463bede4c34a4,codex_phase_1q,2026-06-02T23:35:00-04:00,Source check supports static prototype food deals; alcohol copy suppressed where present.,2026-06-16,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-blue-surf-cafe-2026-06-02,,blue-surf-cafe,src-blue-surf-cafe-primary,,,cap-blue-surf-cafe-2026-06-02,2026-06-02T23:30:00-04:00,codex_phase_1q,routine,2026-06-02T23:30:00-04:00,2026-06-02T23:35:00-04:00,tier_1_official,https://bluesurfrestaurants.com/menu/,,confirmed,"Official Blue Surf Cafe menu page lists 250 Racine Drive, Wilmington NC and weekly dinner food specials including Tuesday 2 for $20 sandwiches, Wednesday $5 kids menu items, Thursday $2 off flatbreads, and Friday $2 off entrees from 4-9 PM where stated.",,verified,verified,lead,approved,true,nearby_source_backlog_expanded,public_deal_created,deal-blue-surf-cafe-tuesday-2-for-20-sandwiches;deal-blue-surf-cafe-wednesday-5-kids-menu-items;deal-blue-surf-cafe-thursday-2-off-flatbreads;deal-blue-surf-cafe-friday-2-off-entrees,fixtures/prototype/evidence/verified-static/src-blue-surf-cafe-primary.md,,app/public/evidence/source-screenshots/src-blue-surf-cafe-primary.png,sha256:f9a3b577d4139c1dc210cf6d1ca900e78cf8aa93c63414ea3a48d680f71610e5,codex_phase_1q,2026-06-02T23:35:00-04:00,Source check supports static prototype food deals; alcohol copy suppressed where present.,2026-06-16,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-whiskey-trail-2026-06-02,,whiskey-trail,src-whiskey-trail-primary,,,cap-whiskey-trail-2026-06-02,2026-06-02T23:30:00-04:00,codex_phase_1q,routine,2026-06-02T23:30:00-04:00,2026-06-02T23:35:00-04:00,tier_1_official,https://whiskeytrailsportspub.com/wilmington-whiskey-trail-happy-hours-specials/,,confirmed,"Official Whiskey Trail specials page lists Masonboro and Midtown Wilmington locations, dine-in only specials, Wednesday 10 wings for $10, and Thursday $3 off all burgers.",,verified,verified,lead,approved,true,nearby_source_backlog_expanded,public_deal_created,deal-whiskey-trail-wednesday-10-wings-for-10;deal-whiskey-trail-thursday-3-off-burgers,fixtures/prototype/evidence/verified-static/src-whiskey-trail-primary.md,,app/public/evidence/source-screenshots/src-whiskey-trail-primary.png,sha256:b2dcad3e8638d298b4ee9f951136f57111e07927bc525ae382cfec2f0c441775,codex_phase_1q,2026-06-02T23:35:00-04:00,Source check supports static prototype food deals; alcohol copy suppressed where present.,2026-06-16,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-k38-oleander-2026-06-02,,k38-oleander,src-k38-oleander-primary,,,cap-k38-oleander-2026-06-02,2026-06-02T23:30:00-04:00,codex_phase_1q,routine,2026-06-02T23:30:00-04:00,2026-06-02T23:35:00-04:00,tier_1_official,https://k38bajagrill.com/locations/oleander/,,confirmed,"Official K38 Oleander page lists 5410 Oleander Drive, Wilmington NC, Monday Everything $5 food items, Wednesday half off De La Casa quesadilla, and states food specials start at 5 PM and are dine-in only.",,verified,verified,lead,approved,true,nearby_source_backlog_expanded,public_deal_created,deal-k38-oleander-monday-everything-5;deal-k38-oleander-wednesday-half-off-quesadilla,fixtures/prototype/evidence/verified-static/src-k38-oleander-primary.md,,app/public/evidence/source-screenshots/src-k38-oleander-primary.png,sha256:aa358dc2ba535a8dd9587ac886315c55b5cd90d9c4d91508ebb93b81d25280e9,codex_phase_1q,2026-06-02T23:35:00-04:00,Source check supports static prototype food deals; alcohol copy suppressed where present.,2026-06-16,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-sp-bella-cucina-weekly-lunch-specials-2026-06-03,deal-sp-bella-cucina-weekly-lunch-specials,bella-cucina,src-sp-bella-cucina-weekly-lunch-specials,,,cap-sp-bella-cucina-weekly-lunch-specials-2026-06-03,2026-06-03T14:38:00-04:00,user_human_review_2026-06-03,manual_web_review,2026-06-03T14:38:00-04:00,2026-06-03T14:38:00-04:00,tier_1_official,https://www.belladiningnc.com/weekly-lunch-specials,,confirmed,Official Bella Cucina page lists day-specific weekly lunch specials and Southport lunch hours.,200,,verified,,approved,false,,approved_for_southport_prototype,deal-sp-bella-cucina-weekly-lunch-specials,fixtures/prototype/evidence/verified-static/src-sp-bella-cucina-weekly-lunch-specials.md,fixtures/prototype/evidence/verified-static/src-sp-bella-cucina-weekly-lunch-specials.md,app/public/evidence/source-screenshots/src-sp-bella-cucina-weekly-lunch-specials.png,sha256:278c96158c2d3772166b04be519e6afc1bde5ff8d0c64b4cd3b8b5093d3e3aa1,user_human_review_2026-06-03,2026-06-03T18:00:00-04:00,Human-reviewed and approved for Southport static prototype.,2026-06-17,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-sp-provision-company-lunch-special-2026-06-03,deal-sp-provision-company-lunch-special,provision-company,src-sp-provision-company-lunch-special,,,cap-sp-provision-company-lunch-special-2026-06-03,2026-06-03T14:38:00-04:00,user_human_review_2026-06-03,manual_web_review,2026-06-03T14:38:00-04:00,2026-06-03T14:38:00-04:00,tier_1_official,https://provisioncompany.com/menu/,,confirmed,"Official Provision Company menu lists lunch special details, hours, price, and Southport restaurant identity.",200,,verified,,approved,false,,approved_for_southport_prototype,deal-sp-provision-company-lunch-special,fixtures/prototype/evidence/verified-static/src-sp-provision-company-lunch-special.md,fixtures/prototype/evidence/verified-static/src-sp-provision-company-lunch-special.md,app/public/evidence/source-screenshots/src-sp-provision-company-lunch-special.png,sha256:ecf6ee2999243fed47151a46f19130a3bdf9663d398ca55f48980751127f4484,user_human_review_2026-06-03,2026-06-03T18:00:00-04:00,Human-reviewed and approved for Southport static prototype.,2026-06-17,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-sp-asian-taste-lunch-special-2026-06-03,deal-sp-asian-taste-lunch-special,asian-taste,src-sp-asian-taste-lunch-special,,,cap-sp-asian-taste-lunch-special-2026-06-03,2026-06-03T15:10:00-04:00,user_human_review_2026-06-03,manual_web_review,2026-06-03T15:10:00-04:00,2026-06-03T15:10:00-04:00,tier_1_official,https://www.asiantastenc.com/y1j30nsx/restaurant/order-online?menu=Lunch+Menu,,confirmed,"Official ordering menu confirms Southport address, lunch-special schedule, representative prices, pickup availability, and delivery disabled status.",200,,verified,,approved,false,,approved_for_southport_prototype,deal-sp-asian-taste-lunch-special,fixtures/prototype/evidence/verified-static/src-sp-asian-taste-lunch-special.md,fixtures/prototype/evidence/verified-static/src-sp-asian-taste-lunch-special.md,app/public/evidence/source-screenshots/src-sp-asian-taste-lunch-special.png,sha256:0ee452fc73ce87b854ebd815e498bdf21e78aabb79f8c16c5d432562e0e26efa,user_human_review_2026-06-03,2026-06-03T18:00:00-04:00,Human-reviewed and approved for Southport static prototype.,2026-06-17,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-sp-island-way-early-evening-dinner-menu-2026-06-03,deal-sp-island-way-early-evening-dinner-menu,island-way,src-sp-island-way-early-evening-dinner-menu,,,cap-sp-island-way-early-evening-dinner-menu-2026-06-03,2026-06-03T14:38:00-04:00,user_human_review_2026-06-03,manual_web_review,2026-06-03T14:38:00-04:00,2026-06-03T14:38:00-04:00,tier_1_official,https://islandwayres.com/early-evening-dinner-menu/,,confirmed,"Official Island Way page lists early evening menu timing, current pricing, seating cutoff, and Oak Island address.",200,,verified,,approved,false,,approved_for_southport_prototype,deal-sp-island-way-early-evening-dinner-menu,fixtures/prototype/evidence/verified-static/src-sp-island-way-early-evening-dinner-menu.md,fixtures/prototype/evidence/verified-static/src-sp-island-way-early-evening-dinner-menu.md,app/public/evidence/source-screenshots/src-sp-island-way-early-evening-dinner-menu.png,sha256:fba4b7243428e59dc31883ff100387b8065dad614368ba99dd399f5b8a01a093,user_human_review_2026-06-03,2026-06-03T18:00:00-04:00,Human-reviewed and approved for Southport static prototype.,2026-06-17,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-sp-frying-pan-restaurant-ayce-crab-legs-2026-06-03,deal-sp-frying-pan-restaurant-ayce-crab-legs,frying-pan-restaurant,src-sp-frying-pan-restaurant-ayce-crab-legs,,,cap-sp-frying-pan-restaurant-ayce-crab-legs-2026-06-03,2026-06-03T14:38:00-04:00,user_human_review_2026-06-03,manual_web_review,2026-06-03T14:38:00-04:00,2026-06-03T14:38:00-04:00,tier_1_official,https://fryingpansouthport.com/faq-items/what-are-your-hours/,,confirmed,"Official Frying Pan FAQ lists the 2026 crab legs special, Wednesday schedule, start time, and Southport location.",200,,verified,,approved,false,,approved_for_southport_prototype,deal-sp-frying-pan-restaurant-ayce-crab-legs,fixtures/prototype/evidence/verified-static/src-sp-frying-pan-restaurant-ayce-crab-legs.md,fixtures/prototype/evidence/verified-static/src-sp-frying-pan-restaurant-ayce-crab-legs.md,app/public/evidence/source-screenshots/src-sp-frying-pan-restaurant-ayce-crab-legs.png,sha256:17f55276880e40b90e50551db3764410ba0d209b3b83373b95aa56074e57bd62,user_human_review_2026-06-03,2026-06-03T18:00:00-04:00,Human-reviewed and approved for Southport static prototype.,2026-06-17,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-sp-san-felipe-lunch-special-combos-2026-06-03,deal-sp-san-felipe-lunch-special-combos,san-felipe-mexican-restaurant,src-sp-san-felipe-lunch-special-combos,,,cap-sp-san-felipe-lunch-special-combos-2026-06-03,2026-06-03T19:00:00-04:00,user_human_review_2026-06-03,manual_web_review,2026-06-03T19:00:00-04:00,2026-06-03T19:00:00-04:00,tier_1_official,https://www.sanfelipenc.com/menu,,confirmed,"Official San Felipe menu page links Q2 2026 lunch PDF; PDF confirms Mon-Fri 11 AM-3 PM, 10 numbered combos at $9.99, two Southport NC locations.",200,probable,verified,needs_review,approved,false,,approved_for_southport_prototype,deal-sp-san-felipe-lunch-special-combos,fixtures/prototype/evidence/verified-static/src-sp-san-felipe-lunch-special-combos.md,fixtures/prototype/evidence/verified-static/src-sp-san-felipe-lunch-special-combos.md,app/public/evidence/source-screenshots/src-sp-san-felipe-lunch-special-combos.png,sha256:0b4a6fcf9d85fbfa97ac92da8ac5d99a8f7d1602e1725b4ace19fc9e59fc7ada,user_human_review_2026-06-03,2026-06-03T19:00:00-04:00,Agent verified PDF accessible; human reviewer approved.,2026-07-01,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
